交易日期,買/賣/股利,代號,股票,交易類別,買入股數,買入價格,賣出股數,賣出價格,現價,手續費,交易稅,成交價金,股息,買入支出,賣出收入,決策原因,手續費折數,,,,,,,,
2023/10/15,買,BNB,幣安幣,CRYPTO,0.056,6746,,,18218,1,0,375,,376,-,,0.28,,,,,,,,
2023/10/22,買,BNB,幣安幣,CRYPTO,0.100,6967,,,18218,1,0,697,,699,-,,0.28,,,,,,,,
2023/11/6,買,BNB,幣安幣,CRYPTO,0.110,7300,,,18218,2,0,799,,801,-,,0.28,,,,,,,,
2023/11/6,買,BNB,幣安幣,CRYPTO,0.107,7500,,,18218,2,0,800,,801,-,,0.28,,,,,,,,
2023/11/10,買,BNB,幣安幣,CRYPTO,0.078,7700,,,18218,1,0,601,,602,-,,0.28,,,,,,,,
2023/11/10,買,BNB,幣安幣,CRYPTO,0.093,7500,,,18218,1,0,700,,701,-,,0.28,,,,,,,,
2023/11/15,買,BNB,幣安幣,CRYPTO,0.065,7700,,,18218,1,0,500,,501,-,,0.28,,,,,,,,
2023/11/22,買,BNB,幣安幣,CRYPTO,0.069,7200,,,18218,1,0,500,,501,-,,0.28,,,,,,,,
2023/11/26,買,BNB,幣安幣,CRYPTO,0.070,7500,,,18218,1,0,524,,525,-,,0.28,,,,,,,,
2023/11/28,買,BNB,幣安幣,CRYPTO,0.070,7150,,,18218,1,0,500,,501,-,,0.28,,,,,,,,
2023/12/6,買,BNB,幣安幣,CRYPTO,0.137,7300,,,18218,2,0,"1,001",,"1,003",-,,0.28,,,,,,,,
2023/12/14,買,BNB,幣安幣,CRYPTO,0.130,7700,,,18218,2,0,999,,"1,001",-,,0.28,,,,,,,,
2023/12/17,買,BNB,幣安幣,CRYPTO,0.133,7502,,,18218,2,0,999,,"1,001",-,,0.28,,,,,,,,
2024/3/31,買,BNB,幣安幣,CRYPTO,0.012,18977,,,18218,0,0,228,,228,-,,0.28,,,,,,,,
2025/1/1,其他,BNB,幣安幣,CRYPTO,0.149,0.00,,,18218,,,0.00,,-,-,,0.28,,,,,,,,
2022/5/14,買,BCH,比特幣現金,CRYPTO,0.243,5800,,,11219,3,0,"1,408",,"1,410",-,,0.28,,,,,,,,
2023/6/27,買,BCH,比特幣現金,CRYPTO,0.257,7000,,,11219,4,0,"1,798",,"1,801",-,,0.28,,,,,,,,
2023/6/27,買,BCH,比特幣現金,CRYPTO,0.001,7000,,,11219,0,0,7,,7,-,,0.28,,,,,,,,
2023/7/14,買,BCH,比特幣現金,CRYPTO,0.235,8500,,,11219,4,0,"2,000",,"2,003",-,,0.28,,,,,,,,
2023/7/17,買,BCH,比特幣現金,CRYPTO,0.064,7777,,,11219,1,0,501,,502,-,,0.28,,,,,,,,
2023/7/17,買,BCH,比特幣現金,CRYPTO,0.069,7200,,,11219,1,0,500,,501,-,,0.28,,,,,,,,
2023/7/17,買,BCH,比特幣現金,CRYPTO,0.135,7200,,,11219,2,0,969,,971,-,,0.28,,,,,,,,
2023/7/17,買,BCH,比特幣現金,CRYPTO,0.090,7200,,,11219,1,0,649,,650,-,,0.28,,,,,,,,
2023/7/25,買,BCH,比特幣現金,CRYPTO,0.150,6000,,,11219,2,0,900,,902,-,,0.28,,,,,,,,
2023/7/27,買,BCH,比特幣現金,CRYPTO,0.001,6000,,,11219,0,0,8,,8,-,,0.28,,,,,,,,
2023/8/1,買,BCH,比特幣現金,CRYPTO,0.068,6500,,,11219,1,0,442,,443,-,,0.28,,,,,,,,
2023/8/14,買,BCH,比特幣現金,CRYPTO,0.065,6900,,,11219,1,0,450,,451,-,,0.28,,,,,,,,
2023/8/18,買,BCH,比特幣現金,CRYPTO,0.103,5800,,,11219,1,0,599,,600,-,,0.28,,,,,,,,
2023/8/24,買,BCH,比特幣現金,CRYPTO,0.050,6000,,,11219,1,0,300,,301,-,,0.28,,,,,,,,
2023/8/26,買,BCH,比特幣現金,CRYPTO,0.001,5800,,,11219,0,0,8,,8,-,,0.28,,,,,,,,
2023/8/31,買,BCH,比特幣現金,CRYPTO,0.075,6002,,,11219,1,0,448,,449,-,,0.28,,,,,,,,
2023/9/17,買,BCH,比特幣現金,CRYPTO,0.095,6300,,,11219,1,0,600,,601,-,,0.28,,,,,,,,
2023/10/21,賣,BCH,比特幣現金,CRYPTO,,,0.426,8500,11219,7,0,"3,620",,-,"3,612",,0.28,,,,,,,,
2023/10/21,買,BCH,比特幣現金,CRYPTO,0.121,7000,,,11219,2,0,844,,846,-,,0.28,,,,,,,,
2023/10/23,買,BCH,比特幣現金,CRYPTO,0.073,7500,,,11219,1,0,548,,549,-,,0.28,,,,,,,,
2023/10/23,買,BCH,比特幣現金,CRYPTO,0.168,7050,,,11219,2,0,"1,187",,"1,189",-,,0.28,,,,,,,,
2023/10/24,買,BCH,比特幣現金,CRYPTO,0.102,7200,,,11219,1,0,738,,739,-,,0.28,,,,,,,,
2023/11/6,買,BCH,比特幣現金,CRYPTO,0.068,7300,,,11219,1,0,493,,494,-,,0.28,,,,,,,,
2023/11/9,買,BCH,比特幣現金,CRYPTO,0.096,7300,,,11219,1,0,699,,701,-,,0.28,,,,,,,,
2023/11/9,買,BCH,比特幣現金,CRYPTO,0.128,7300,,,11219,2,0,936,,938,-,,0.28,,,,,,,,
2023/11/10,買,BCH,比特幣現金,CRYPTO,0.096,7300,,,11219,1,0,699,,701,-,,0.28,,,,,,,,
2023/11/28,買,BCH,比特幣現金,CRYPTO,0.108,6950,,,11219,1,0,750,,751,-,,0.28,,,,,,,,
2023/12/14,買,BCH,比特幣現金,CRYPTO,0.139,7200,,,11219,2,0,999,,"1,001",-,,0.28,,,,,,,,
2023/12/16,買,BCH,比特幣現金,CRYPTO,0.139,7200,,,11219,2,0,999,,"1,001",-,,0.28,,,,,,,,
2023/12/17,買,BCH,比特幣現金,CRYPTO,0.060,7200,,,11219,1,0,429,,430,-,,0.28,,,,,,,,
2024/1/16,買,BCH,比特幣現金,CRYPTO,0.063,8000,,,11219,1,0,500,,501,-,,0.28,,,,,,,,
2024/1/16,買,BCH,比特幣現金,CRYPTO,0.064,7800,,,11219,1,0,500,,501,-,,0.28,,,,,,,,
2024/1/19,買,BCH,比特幣現金,CRYPTO,0.068,7400,,,11219,1,0,500,,500,-,,0.28,,,,,,,,
2024/1/19,買,BCH,比特幣現金,CRYPTO,0.138,7301,,,11219,2,0,"1,007",,"1,009",-,,0.28,,,,,,,,
2025/1/1,其他,BCH,比特幣現金,CRYPTO,0.114,0,,,11219,0,0,0,,-,-,,0.28,,,,,,,,
2025/1/1,其他,USDT,泰達幣,,287.31,,,,30.44,0,0,0,,-,-,,0.28,,,,,,,,
2025/2/3,賣,BTC,比特幣,CRYPTO,,,0.005,2976150,2943835,30,45,"14,881",,0,"14,806",,0.28,,,,,,,,
,,,,,,,,, , , , ,, , ,,0.28,,,,,,,,
,,,,,,,,, , , , ,, , ,,0.28,,,,,,,,
,,,,,,,,, , , , ,, , ,,0.28,,,,,,,,
,,,,,,,,, , , , ,, , ,,0.28,,,,,,,,
,,,,,,,,, , , , ,, , ,,0.28,,,,,,,,
,,,,,,,,, , , , ,, , ,,0.28,,,,,,,,
,,,,,,,,, , , , ,, , ,,0.28,,,,,,,,
,,,,,,,,, , , , ,, , ,,0.28,,,,,,,,
,,,,,,,,, , , , ,, , ,,0.28,,,,,,,,
,,,,,,,,, , , , ,, , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
