交易日期,買/賣/股利,代號,股票,交易類別,買入股數,買入價格,賣出股數,賣出價格,現價,手續費,交易稅,成交價金,股息,買入支出,賣出收入,決策原因,手續費折數,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,
,,,,,,,,, , , , , , , ,,0.28,,,,,,,,