,VOO,006208,00687B,00919,BTC,WBETH,BNB,BCH
2021-04-23,0,0,0,0,502,0,0,0
2021-04-24,0,0,0,0,492,0,0,0
2021-04-25,0,0,0,0,482,0,0,0
2021-04-26,0,0,0,0,1529,0,0,0
2021-04-27,0,0,0,0,1546,0,0,0
2021-04-28,0,0,0,0,1545,0,0,0
2021-04-29,0,0,0,0,1503,0,0,0
2021-04-30,0,0,0,0,1620,0,0,0
2021-05-01,0,0,0,0,1622,0,0,0
2021-05-02,0,0,0,0,1588,0,0,0
2021-05-03,0,0,0,0,1609,0,0,0
2021-05-04,0,0,0,0,1504,0,0,0
2021-05-05,0,0,0,0,1618,0,0,0
2021-05-06,0,0,0,0,1588,0,494,0
2021-05-07,0,0,0,0,1619,0,489,0
2021-05-08,0,0,0,0,1660,0,1011,0
2021-05-09,0,0,0,0,1644,0,1536,0
2021-05-10,0,0,0,0,2496,0,2400,0
2021-05-11,0,0,0,0,2532,0,2554,0
2021-05-12,0,0,0,0,2209,0,2250,0
2021-05-13,0,0,0,0,2243,0,2194,0
2021-05-14,0,0,0,0,2244,0,2308,0
2021-05-15,0,0,0,0,2103,0,2155,0
2021-05-16,0,0,0,0,2090,0,2154,0
2021-05-17,0,0,0,0,1960,0,1961,0
2021-05-18,0,0,0,0,2408,0,1953,0
2021-05-19,0,0,0,0,2070,0,1299,0
2021-05-20,0,0,0,0,2764,0,1504,0
2021-05-21,0,0,0,0,2534,0,1249,0
2021-05-22,0,0,0,0,2549,0,1147,0
2021-05-23,0,0,0,0,2362,0,1007,0
2021-05-24,0,0,0,0,2629,0,1322,0
2021-05-25,0,0,0,0,2614,0,1321,0
2021-05-26,0,0,0,0,2656,0,1448,0
2021-05-27,0,0,0,0,2584,0,1394,0
2021-05-28,0,0,0,0,2410,0,1256,0
2021-05-29,0,0,0,0,2337,0,1161,0
2021-05-30,0,0,0,0,2409,0,1240,0
2021-05-31,0,0,0,0,2506,0,1341,0
2021-06-01,0,0,0,0,2453,0,1368,0
2021-06-02,0,0,0,0,2518,0,1516,0
2021-06-03,0,0,0,0,2624,0,1614,0
2021-06-04,0,0,0,0,2477,0,1481,0
2021-06-05,0,0,0,0,2386,0,1478,0
2021-06-06,0,0,0,0,2407,0,1490,0
2021-06-07,0,0,0,0,2246,0,1348,0
2021-06-08,0,0,0,0,2247,0,1340,0
2021-06-09,0,0,0,0,2503,0,1420,0
2021-06-10,0,0,0,0,2478,0,1340,0
2021-06-11,0,0,0,0,2500,0,1306,0
2021-06-12,0,0,0,0,2381,0,1298,0
2021-06-13,0,0,0,0,2618,0,1384,0
2021-06-14,0,0,0,0,2701,0,1397,0
2021-06-15,0,0,0,0,2714,0,1414,0
2021-06-16,0,0,0,0,2568,0,1310,0
2021-06-17,0,0,0,0,2559,0,1338,0
2021-06-18,0,0,0,0,2408,0,1277,0
2021-06-19,0,0,0,0,2396,0,1273,0
2021-06-20,0,0,0,0,2402,0,1290,0
2021-06-21,0,0,0,0,2138,0,1031,0
2021-06-22,0,0,0,0,2208,0,1002,0
2021-06-23,0,0,0,0,2290,0,1128,0
2021-06-24,0,0,0,0,2361,0,1184,0
2021-06-25,0,0,0,0,2145,0,1077,0
2021-06-26,0,0,0,0,2183,0,1068,0
2021-06-27,0,0,0,0,2350,0,1111,0
2021-06-28,0,0,0,0,2332,0,1105,0
2021-06-29,0,0,0,0,2424,0,1144,0
2021-06-30,0,0,0,0,2374,0,1158,0
2021-07-01,0,0,0,0,2269,0,1098,0
2021-07-02,0,0,0,0,2296,0,1098,0
2021-07-03,0,0,0,0,2349,0,1139,0
2021-07-04,0,0,0,0,2391,0,1175,0
2021-07-05,0,0,0,0,2291,0,1157,0
2021-07-06,0,0,0,0,2327,0,1230,0
2021-07-07,0,0,0,0,2295,0,1252,0
2021-07-08,0,0,0,0,2228,0,1186,0
2021-07-09,0,0,0,0,2296,0,1212,0
2021-07-10,0,0,0,0,2277,0,1211,0
2021-07-11,0,0,0,0,2326,0,1234,0
2021-07-12,0,0,0,0,2252,0,1211,0
2021-07-13,0,0,0,0,2222,0,1183,0
2021-07-14,0,0,0,0,2235,0,1188,0
2021-07-15,0,0,0,0,2160,0,1208,0
2021-07-16,0,0,0,0,2129,0,1157,0
2021-07-17,0,0,0,0,2136,0,1148,0
2021-07-18,0,0,0,0,2154,0,1155,0
2021-07-19,0,0,0,0,2095,0,1073,0
2021-07-20,0,0,0,0,2034,0,1019,0
2021-07-21,0,0,0,0,2185,0,1122,0
2021-07-22,0,0,0,0,2196,0,1125,0
2021-07-23,0,0,0,0,2285,0,1148,0
2021-07-24,0,0,0,0,2333,0,1159,0
2021-07-25,0,0,0,0,2405,0,1160,0
2021-07-26,0,0,0,0,2542,0,1169,0
2021-07-27,0,0,0,0,2686,0,1205,0
2021-07-28,0,0,0,0,2724,0,1203,0
2021-07-29,0,0,0,0,2712,0,1211,0
2021-07-30,0,0,0,0,2858,0,1232,0
2021-07-31,0,0,0,0,2817,0,1272,0
2021-08-01,0,0,0,0,2705,0,1272,0
2021-08-02,0,0,0,0,2660,0,1267,0
2021-08-03,0,0,0,0,2589,0,1235,0
2021-08-04,0,0,0,0,2690,0,1278,0
2021-08-05,0,0,0,0,2752,0,1283,0
2021-08-06,0,0,0,0,2885,0,1300,0
2021-08-07,0,0,0,0,3002,0,1351,0
2021-08-08,0,0,0,0,2951,0,1299,0
2021-08-09,0,0,0,0,3135,0,1353,0
2021-08-10,0,0,0,0,3078,0,1416,0
2021-08-11,0,0,0,0,3083,0,1493,0
2021-08-12,0,0,0,0,3000,0,1469,0
2021-08-13,0,0,0,0,3228,0,1565,0
2021-08-14,0,0,0,0,3181,0,1558,0
2021-08-15,0,0,0,0,3178,0,1579,0
2021-08-16,0,0,0,0,3109,0,1590,0
2021-08-17,0,0,0,0,3018,0,1530,0
2021-08-18,0,0,0,0,3037,0,1522,0
2021-08-19,0,0,0,0,3161,0,1644,0
2021-08-20,0,0,0,0,3359,0,1746,0
2021-08-21,0,0,0,0,3330,0,1723,0
2021-08-22,0,0,0,0,3358,0,1724,0
2021-08-23,0,0,0,0,3368,0,1916,0
2021-08-24,0,0,0,0,3234,0,1803,0
2021-08-25,0,0,0,0,3319,0,1921,0
2021-08-26,0,0,0,0,3181,0,1830,0
2021-08-27,0,0,0,0,3328,0,1891,0
2021-08-28,0,0,0,0,3317,0,1859,0
2021-08-29,0,0,0,0,3312,0,1837,0
2021-08-30,0,0,0,0,3187,0,1755,0
2021-08-31,0,0,0,0,3178,0,1764,0
2021-09-01,0,0,0,0,3272,0,1851,0
2021-09-02,0,0,0,0,3317,0,1835,0
2021-09-03,0,0,0,0,3358,0,1849,0
2021-09-04,0,0,0,0,3353,0,1885,0
2021-09-05,0,0,0,0,3474,0,1910,0
2021-09-06,0,0,0,0,3531,0,1876,0
2021-09-07,0,0,0,0,3132,0,1575,0
2021-09-08,0,0,0,0,3090,0,1569,0
2021-09-09,0,0,0,0,3119,0,1597,0
2021-09-10,0,0,0,0,3014,0,1520,0
2021-09-11,0,0,0,0,3035,0,1535,0
2021-09-12,0,0,0,0,3093,0,1577,0
2021-09-13,0,0,0,0,3021,0,1512,0
2021-09-14,0,0,0,0,3163,0,1569,0
2021-09-15,0,0,0,0,3235,0,1633,0
2021-09-16,0,0,0,0,3206,0,1606,0
2021-09-17,0,0,0,0,3181,0,1543,0
2021-09-18,0,0,0,0,3249,0,1559,0
2021-09-19,0,0,0,0,3180,0,1550,0
2021-09-20,0,0,0,0,2892,0,1378,0
2021-09-21,0,0,0,0,2746,0,1311,0
2021-09-22,0,0,0,0,2935,0,1441,0
2021-09-23,0,0,0,0,3022,0,1457,0
2021-09-24,0,0,0,0,2882,0,1348,0
2021-09-25,0,0,0,0,2874,0,1327,0
2021-09-26,0,0,0,0,2907,0,1305,0
2021-09-27,0,0,0,0,2846,0,1277,0
2021-09-28,0,0,0,0,2758,0,1262,0
2021-09-29,0,0,0,0,2802,0,1398,0
2021-09-30,0,0,0,0,2960,0,1475,0
2021-10-01,0,0,0,0,3255,0,1608,0
2021-10-02,0,0,0,0,3227,0,1633,0
2021-10-03,0,0,0,0,3260,0,1642,0
2021-10-04,0,0,0,0,3312,0,1619,0
2021-10-05,0,0,0,0,3490,0,1691,0
2021-10-06,0,0,0,0,3749,0,1663,0
2021-10-07,0,0,0,0,3655,0,1680,0
2021-10-08,0,0,0,0,3668,0,1606,0
2021-10-09,0,0,0,0,3736,0,1615,0
2021-10-10,0,0,0,0,3722,0,1552,0
2021-10-11,0,0,0,0,3918,0,1589,0
2021-10-12,0,0,0,0,3819,0,1705,0
2021-10-13,0,0,0,0,3924,0,1814,0
2021-10-14,0,0,0,0,3900,0,1811,0
2021-10-15,0,0,0,0,4189,0,1816,0
2021-10-16,0,0,0,0,4141,0,1785,0
2021-10-17,0,0,0,0,4186,0,1805,0
2021-10-18,0,0,0,0,4220,0,1861,0
2021-10-19,0,0,0,0,4364,0,1869,0
2021-10-20,0,0,0,0,4462,0,1910,0
2021-10-21,0,0,0,0,4203,0,1795,0
2021-10-22,0,0,0,0,4103,0,1824,0
2021-10-23,0,0,0,0,4150,0,1852,0
2021-10-24,0,0,0,0,4119,0,1817,0
2021-10-25,0,0,0,0,4264,0,1848,0
2021-10-26,0,0,0,0,4079,0,1821,0
2021-10-27,0,0,0,0,3950,0,1710,0
2021-10-28,0,0,0,0,4090,0,1871,0
2021-10-29,0,0,0,0,4192,0,2012,0
2021-10-30,0,0,0,0,4169,0,2005,0
2021-10-31,0,0,0,0,4131,0,1992,0
2021-11-01,0,0,0,0,4124,0,2101,0
2021-11-02,0,0,0,0,4271,0,2112,0
2021-11-03,0,0,0,0,4263,0,2170,0
2021-11-04,0,0,0,0,4150,0,2131,0
2021-11-05,0,0,0,0,4140,0,2324,0
2021-11-06,0,0,0,0,4168,0,2429,0
2021-11-07,0,0,0,0,4289,0,2484,0
2021-11-08,0,0,0,0,4569,0,2495,0
2021-11-09,0,0,0,0,4524,0,2419,0
2021-11-10,0,0,0,0,4380,0,2338,0
2021-11-11,0,0,0,0,4381,0,2395,0
2021-11-12,0,0,0,0,4334,0,2387,0
2021-11-13,0,0,0,0,4355,0,2476,0
2021-11-14,0,0,0,0,4423,0,2479,0
2021-11-15,0,0,0,0,4291,0,2409,0
2021-11-16,0,0,0,0,4057,0,2243,0
2021-11-17,0,0,0,0,4078,0,2202,0
2021-11-18,0,0,0,0,3838,0,2023,0
2021-11-19,0,0,0,0,3927,0,2215,0
2021-11-20,0,0,0,0,4034,0,2300,0
2021-11-21,0,0,0,0,3968,0,2230,0
2021-11-22,0,0,0,0,3802,0,2129,0
2021-11-23,0,0,0,0,3885,0,2250,0
2021-11-24,0,0,0,0,3795,0,2210,0
2021-11-25,0,0,0,0,3865,0,2297,0
2021-11-26,0,0,0,0,3614,0,2226,0
2021-11-27,0,0,0,0,3698,0,2284,0
2021-11-28,0,0,0,0,3862,0,2325,0
2021-11-29,0,0,0,0,3913,0,2382,0
2021-11-30,0,0,0,0,3843,0,2367,0
2021-12-01,0,0,0,0,3835,0,2373,0
2021-12-02,0,0,0,0,3788,0,2343,0
2021-12-03,0,0,0,0,3605,0,2255,0
2021-12-04,0,0,0,0,3309,0,2158,0
2021-12-05,0,0,0,0,3321,0,2115,0
2021-12-06,0,0,0,0,3400,0,2233,0
2021-12-07,0,0,0,0,3408,0,2197,0
2021-12-08,0,0,0,0,3405,0,2309,0
2021-12-09,0,0,0,0,3201,0,2164,0
2021-12-10,0,0,0,0,3178,0,2097,0
2021-12-11,0,0,0,0,3321,0,2140,0
2021-12-12,0,0,0,0,3370,0,2165,0
2021-12-13,0,0,0,0,3139,0,1973,0
2021-12-14,0,0,0,0,3143,0,1943,0
2021-12-15,0,0,0,0,3301,0,2059,0
2021-12-16,0,0,0,0,3213,0,2000,0
2021-12-17,0,0,0,0,3116,0,1999,0
2021-12-18,0,0,0,0,3160,0,2030,0
2021-12-19,0,0,0,0,3150,0,2015,0
2021-12-20,0,0,0,0,3170,0,1994,0
2021-12-21,0,0,0,0,3308,0,2015,0
2021-12-22,0,0,0,0,3277,0,2027,0
2021-12-23,0,0,0,0,3420,0,2083,0
2021-12-24,0,0,0,0,3412,0,2051,0
2021-12-25,0,0,0,0,3385,0,2071,0
2021-12-26,0,0,0,0,3411,0,2070,0
2021-12-27,0,0,0,0,3406,0,2134,0
2021-12-28,0,0,0,0,3201,0,2029,0
2021-12-29,0,0,0,0,3108,0,1939,0
2021-12-30,0,0,0,0,3166,0,1963,0
2021-12-31,0,0,0,0,3112,0,1939,0
2022-01-01,0,0,0,0,41521,0,1998,0
2022-01-02,0,0,0,0,41223,0,2014,0
2022-01-03,0,0,0,0,40514,0,1944,0
2022-01-04,0,0,0,0,39914,0,1921,0
2022-01-05,0,0,0,0,37739,0,1791,0
2022-01-06,0,0,0,0,37495,0,1789,0
2022-01-07,0,0,0,0,36134,0,1694,0
2022-01-08,0,0,0,0,36287,0,1628,0
2022-01-09,0,0,0,0,36441,0,1660,0
2022-01-10,0,0,0,0,36413,0,1610,0
2022-01-11,0,0,0,0,37129,0,1753,0
2022-01-12,0,0,0,0,38222,0,1843,0
2022-01-13,0,0,0,0,37004,0,1796,0
2022-01-14,0,0,0,0,37401,0,1850,0
2022-01-15,0,0,0,0,37468,0,1869,0
2022-01-16,0,0,0,0,37413,0,1882,0
2022-01-17,0,0,0,0,36627,0,1795,0
2022-01-18,0,0,0,0,36583,0,1773,0
2022-01-19,0,0,0,0,36159,0,1745,0
2022-01-20,0,0,0,0,35278,0,1661,0
2022-01-21,0,0,0,0,31694,0,1449,0
2022-01-22,0,0,0,0,30453,0,1355,0
2022-01-23,0,0,0,0,31537,0,1453,0
2022-01-24,0,0,0,0,31952,0,1409,0
2022-01-25,0,0,0,0,32182,0,1458,0
2022-01-26,0,0,0,0,32133,0,1426,0
2022-01-27,0,0,0,0,32343,0,1478,0
2022-01-28,0,0,0,0,33015,0,1468,0
2022-01-29,0,0,0,0,33324,0,1480,0
2022-01-30,0,0,0,0,33131,0,1436,0
2022-01-31,0,0,0,0,33711,0,1431,0
2022-02-01,0,0,0,0,33870,0,1467,0
2022-02-02,0,0,0,0,32272,0,1397,0
2022-02-03,0,0,0,0,32458,0,1410,0
2022-02-04,0,0,0,0,36246,0,1517,0
2022-02-05,0,0,0,0,36194,0,1574,0
2022-02-06,0,0,0,0,37042,0,1595,0
2022-02-07,0,0,0,0,38367,0,1650,0
2022-02-08,0,0,0,0,38646,0,1558,0
2022-02-09,0,0,0,0,38810,0,1609,0
2022-02-10,0,0,0,0,38099,0,1580,0
2022-02-11,0,0,0,0,37148,0,1526,0
2022-02-12,0,0,0,0,37005,0,1538,0
2022-02-13,0,0,0,0,36964,0,1521,0
2022-02-14,0,0,0,0,37412,0,1543,0
2022-02-15,0,0,0,0,39096,0,1651,0
2022-02-16,0,0,0,0,38502,0,1631,0
2022-02-17,0,0,0,0,35490,0,1533,0
2022-02-18,0,0,0,0,35079,0,1524,0
2022-02-19,0,0,0,0,35159,0,1526,0
2022-02-20,0,0,0,0,33677,0,1452,0
2022-02-21,0,0,0,0,32528,0,1362,0
2022-02-22,0,0,0,0,33521,0,1426,0
2022-02-23,0,0,0,0,32684,0,1398,0
2022-02-24,0,0,0,0,33634,0,1379,0
2022-02-25,0,0,0,0,34648,0,1442,0
2022-02-26,0,0,0,0,34552,0,1437,0
2022-02-27,0,0,0,0,33319,0,1386,0
2022-02-28,0,0,0,0,38022,0,1516,0
2022-03-01,0,0,0,0,39062,0,1566,0
2022-03-02,0,0,0,0,38781,0,1572,0
2022-03-03,0,0,0,0,37379,0,1543,0
2022-03-04,0,0,0,0,34560,0,1438,0
2022-03-05,0,0,0,0,34792,0,1479,0
2022-03-06,0,0,0,0,33926,0,1441,0
2022-03-07,0,0,0,0,33700,0,1469,0
2022-03-08,0,0,0,0,34481,0,1480,0
2022-03-09,0,0,0,0,37406,0,1526,0
2022-03-10,0,0,0,0,35094,0,1441,0
2022-03-11,0,0,0,0,34563,0,1443,0
2022-03-12,0,0,0,0,34660,0,1445,0
2022-03-13,0,0,0,0,33720,0,1403,0
2022-03-14,0,0,0,0,35477,0,1454,0
2022-03-15,0,0,0,0,35308,0,1452,0
2022-03-16,0,0,0,0,36938,0,1506,0
2022-03-17,0,0,0,0,36585,0,1523,0
2022-03-18,0,0,0,0,37079,0,1535,0
2022-03-19,0,0,0,0,37425,0,1544,0
2022-03-20,0,0,0,0,36589,0,1509,0
2022-03-21,0,0,0,0,36668,0,1540,0
2022-03-22,0,0,0,0,37883,0,1574,0
2022-03-23,0,0,0,0,38439,0,1594,0
2022-03-24,0,0,0,0,39523,0,1620,0
2022-03-25,0,0,0,0,40000,0,1613,0
2022-03-26,0,0,0,0,40137,0,1633,0
2022-03-27,0,0,0,0,42230,0,1690,0
2022-03-28,0,0,0,0,42533,0,1690,0
2022-03-29,0,0,0,0,43009,0,1713,0
2022-03-30,0,0,0,0,42414,0,1736,0
2022-03-31,0,0,0,0,40893,0,1676,0
2022-04-01,0,0,0,0,41692,0,1751,0
2022-04-02,0,0,0,0,41320,0,1713,0
2022-04-03,0,0,0,0,41846,0,1766,0
2022-04-04,0,0,0,0,42076,0,1758,0
2022-04-05,0,0,0,0,40999,0,1744,0
2022-04-06,0,0,0,0,38973,0,1649,0
2022-04-07,0,0,0,0,39339,0,1719,0
2022-04-08,0,0,0,0,38337,0,1664,0
2022-04-09,0,0,0,0,38786,0,1685,0
2022-04-10,0,0,0,0,38265,0,1652,0
2022-04-11,0,0,0,0,35945,0,1560,0
2022-04-12,0,0,0,0,36672,0,1646,0
2022-04-13,0,0,0,0,37631,0,1683,0
2022-04-14,0,0,0,0,36290,0,1640,0
2022-04-15,0,0,0,0,36979,0,1656,0
2022-04-16,0,0,0,0,36861,0,1657,0
2022-04-17,0,0,0,0,36216,0,1617,0
2022-04-18,0,0,0,0,37414,0,1663,0
2022-04-19,0,0,0,0,38168,0,1691,0
2022-04-20,0,0,0,0,38102,0,1677,0
2022-04-21,0,0,0,0,37207,0,1618,0
2022-04-22,0,0,0,0,36641,0,1633,0
2022-04-23,0,0,0,0,36407,0,1612,0
2022-04-24,0,0,0,0,36391,0,1601,0
2022-04-25,0,0,0,0,37331,0,1624,0
2022-04-26,0,0,0,0,35031,0,1542,0
2022-04-27,0,0,0,0,36195,0,1571,0
2022-04-28,0,0,0,0,36779,0,1637,0
2022-04-29,0,0,0,0,35798,0,1586,0
2022-04-30,0,0,0,0,34968,0,1524,0
2022-05-01,0,0,0,0,35667,0,1575,0
2022-05-02,0,0,0,0,35701,0,1571,0
2022-05-03,0,0,0,0,35039,0,1549,0
2022-05-04,0,0,0,0,36769,0,1622,0
2022-05-05,0,0,0,0,33667,0,1517,0
2022-05-06,0,0,0,0,33591,0,1539,0
2022-05-07,0,0,0,0,33088,0,1483,0
2022-05-08,0,0,0,0,31744,0,1442,0
2022-05-09,0,0,0,0,28279,0,1216,0
2022-05-10,0,0,0,0,29055,0,1302,0
2022-05-11,0,0,0,0,27001,0,1096,0
2022-05-12,0,0,0,0,27148,0,1096,0
2022-05-13,0,0,0,0,27490,0,1187,0
2022-05-14,0,0,0,0,28258,0,2226,1531
2022-05-15,0,0,0,0,29389,0,2335,1555
2022-05-16,0,0,0,0,27998,0,2225,1428
2022-05-17,0,0,0,0,28458,0,2282,1492
2022-05-18,0,0,0,0,26767,0,2136,1353
2022-05-19,0,0,0,0,28381,0,2290,1420
2022-05-20,0,0,0,0,27210,0,2246,1373
2022-05-21,0,0,0,0,27426,0,2322,1383
2022-05-22,0,0,0,0,28256,0,2375,1431
2022-05-23,0,0,0,0,27218,0,2362,1384
2022-05-24,0,0,0,0,27531,0,2429,1403
2022-05-25,0,0,0,0,27483,0,2414,1368
2022-05-26,0,0,0,0,27096,0,2251,1294
2022-05-27,0,0,0,0,26417,0,2214,1240
2022-05-28,0,0,0,0,26590,0,2265,1275
2022-05-29,0,0,0,0,27172,0,2251,1320
2022-05-30,0,0,0,0,29259,0,2366,1401
2022-05-31,0,0,0,0,28855,0,2319,1427
2022-06-01,0,0,0,0,27196,0,2187,1313
2022-06-02,0,0,0,0,27937,0,2253,1338
2022-06-03,0,0,0,0,27212,0,2180,1296
2022-06-04,0,0,0,0,27330,0,2203,1334
2022-06-05,0,0,0,0,27397,0,2184,1273
2022-06-06,0,0,0,0,28995,0,2177,1326
2022-06-07,0,0,0,0,28816,0,2141,1302
2022-06-08,0,0,0,0,27969,0,2130,1265
2022-06-09,0,0,0,0,27906,0,2142,1256
2022-06-10,0,0,0,0,27087,0,2124,1207
2022-06-11,0,0,0,0,26414,0,2001,1128
2022-06-12,0,0,0,0,24926,0,1901,1058
2022-06-13,0,0,0,0,20984,0,1655,913
2022-06-14,0,0,0,0,20754,0,1663,911
2022-06-15,0,0,0,0,21018,0,1733,917
2022-06-16,0,0,0,0,18867,0,1547,782
2022-06-17,0,0,0,0,19137,0,1609,873
2022-06-18,0,0,0,0,17778,0,1469,841
2022-06-19,0,0,0,0,19214,0,1602,867
2022-06-20,0,0,0,0,19261,0,1617,859
2022-06-21,0,0,0,0,19365,0,1636,858
2022-06-22,0,0,0,0,18702,0,1599,818
2022-06-23,0,0,0,0,19696,0,1705,838
2022-06-24,0,0,0,0,19793,0,1786,824
2022-06-25,0,0,0,0,20045,0,1782,829
2022-06-26,0,0,0,0,19602,0,1738,814
2022-06-27,0,0,0,0,19383,0,1741,804
2022-06-28,0,0,0,0,18789,0,1676,738
2022-06-29,0,0,0,0,18778,0,1633,753
2022-06-30,0,0,0,0,18476,0,1633,741
2022-07-01,0,0,0,0,17989,0,1608,731
2022-07-02,0,0,0,0,17964,0,1623,767
2022-07-03,0,0,0,0,18015,0,1630,761
2022-07-04,0,0,0,0,18976,0,1732,783
2022-07-05,0,0,0,0,18871,0,1720,753
2022-07-06,0,0,0,0,19264,0,1783,768
2022-07-07,0,0,0,0,20290,0,1806,808
2022-07-08,0,0,0,0,20353,0,1798,788
2022-07-09,0,0,0,0,20223,0,1816,807
2022-07-10,0,0,0,0,19538,0,1752,774
2022-07-11,0,0,0,0,18704,0,1687,718
2022-07-12,0,0,0,0,18166,0,1653,708
2022-07-13,0,0,0,0,19002,0,1728,743
2022-07-14,0,0,0,0,19275,0,1779,745
2022-07-15,0,0,0,0,19625,0,1792,771
2022-07-16,0,0,0,0,19958,0,1874,797
2022-07-17,0,0,0,0,19571,0,1861,804
2022-07-18,0,0,0,0,21172,0,1989,884
2022-07-19,0,0,0,0,21956,0,2012,931
2022-07-20,0,0,0,0,21784,0,1931,882
2022-07-21,0,0,0,0,21790,0,1991,893
2022-07-22,0,0,0,0,21366,0,1972,897
2022-07-23,0,0,0,0,21132,0,1946,891
2022-07-24,0,0,0,0,21267,0,1964,961
2022-07-25,0,0,0,0,20040,0,1834,864
2022-07-26,0,0,0,0,19944,0,1864,860
2022-07-27,0,0,0,0,21598,0,2039,924
2022-07-28,0,0,0,0,22413,0,2078,1123
2022-07-29,0,0,0,0,22417,0,2207,1107
2022-07-30,0,0,0,0,22278,0,2159,1054
2022-07-31,0,0,0,0,21977,0,2129,1018
2022-08-01,0,0,0,0,22019,0,2135,1008
2022-08-02,0,0,0,0,21822,0,2149,983
2022-08-03,0,0,0,0,21552,0,2244,979
2022-08-04,0,0,0,0,21331,0,2335,980
2022-08-05,0,0,0,0,21959,0,2370,1028
2022-08-06,0,0,0,0,21650,0,2369,1032
2022-08-07,0,0,0,0,21852,0,2428,1029
2022-08-08,0,0,0,0,22444,0,2441,1044
2022-08-09,0,0,0,0,21877,0,2447,982
2022-08-10,0,0,0,0,22637,0,2476,1037
2022-08-11,0,0,0,0,22558,0,2431,1039
2022-08-12,0,0,0,0,23007,0,2462,1041
2022-08-13,0,0,0,0,23027,0,2435,1050
2022-08-14,0,0,0,0,22928,0,2390,1016
2022-08-15,0,0,0,0,22752,0,2404,1001
